                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.58573,                0.38067,                0.93694,                0.97612,                0.95746,                0.98264,                0.88707,                0.50954,                0.25862,                0.84937,              0.0061298,              0.0061298,              0.0061298
                     88,                0.59801,                0.37927,                0.94036,                0.98122,                0.94149,                0.97841,                0.87395,                0.52334,                0.26259,                0.86556,              0.0060538,              0.0060538,              0.0060538
                     89,                0.55928,                0.35554,                0.91645,                0.97626,                0.96189,                0.98181,                0.87962,                0.49369,                0.25132,                0.85183,              0.0059775,              0.0059775,              0.0059775
                     90,                0.58906,                0.38745,                0.93541,                0.94661,                0.96416,                0.97447,                0.88506,                0.50236,                0.26158,                0.85482,               0.005901,               0.005901,               0.005901
                     91,                0.60153,                0.39045,                0.94671,                0.96658,                   0.97,                0.98583,                0.89751,                0.49657,                 0.2486,                0.84661,              0.0058244,              0.0058244,              0.0058244
                     92,                0.58534,                0.37561,                0.93403,                0.98003,                0.96473,                  0.983,                0.90248,                0.48993,                0.25902,                0.84229,              0.0057475,              0.0057475,              0.0057475
                     93,                0.58532,                0.38354,                0.93763,                0.97313,                0.96895,                0.98095,                0.88898,                0.50193,                0.24978,                0.84388,              0.0056704,              0.0056704,              0.0056704
                     94,                0.57451,                0.36773,                0.93684,                 0.9817,                0.97203,                0.98337,                0.88745,                0.49127,                0.25257,                 0.8422,              0.0055932,              0.0055932,              0.0055932
                     95,                0.57941,                0.36459,                0.92645,                0.97116,                0.96155,                 0.9815,                0.88834,                0.48075,                 0.2492,                0.84383,              0.0055158,              0.0055158,              0.0055158
                     96,                0.59181,                0.37615,                0.93844,                0.97162,                0.94671,                 0.9763,                0.87647,                0.49578,                0.25485,                0.84173,              0.0054384,              0.0054384,              0.0054384
                     97,                0.58651,                0.37463,                0.93878,                0.97324,                0.94643,                0.97132,                0.87509,                0.50272,                0.26862,                0.84948,              0.0053608,              0.0053608,              0.0053608
                     98,                0.55623,                  0.364,                0.91891,                0.97177,                0.96126,                0.96914,                0.86994,                0.49283,                 0.2569,                 0.8457,              0.0052832,              0.0052832,              0.0052832
                     99,                0.55689,                0.35033,                0.92039,                 0.9743,                0.96755,                0.96944,                0.88267,                0.47718,                0.23812,                0.84101,              0.0052055,              0.0052055,              0.0052055
                    100,                0.55587,                0.35912,                0.92312,                0.97893,                0.95425,                0.97134,                0.88608,                0.48498,                0.24906,                0.84097,              0.0051278,              0.0051278,              0.0051278
                    101,                0.54935,                0.34766,                0.92664,                0.98192,                0.96078,                 0.9814,                0.89259,                0.48271,                0.24873,                0.84803,                0.00505,                0.00505,                0.00505
                    102,                0.56316,                0.34458,                0.91783,                0.97603,                0.96387,                0.97732,                0.87965,                0.48654,                0.24784,                0.84281,              0.0049722,              0.0049722,              0.0049722
                    103,                0.55849,                0.35886,                0.92808,                0.97114,                0.96412,                0.97666,                0.87744,                0.47867,                0.24058,                0.83511,              0.0048945,              0.0048945,              0.0048945
                    104,                 0.5336,                0.34668,                0.91426,                0.98003,                0.97201,                0.98033,                0.89478,                0.48188,                0.24755,                 0.8396,              0.0048168,              0.0048168,              0.0048168
                    105,                0.55475,                0.33945,                 0.9192,                0.97499,                  0.966,                0.97812,                0.89311,                0.48475,                0.23678,                0.83853,              0.0047392,              0.0047392,              0.0047392
                    106,                 0.5666,                0.35712,                 0.9188,                0.97401,                0.96829,                0.98038,                0.88089,                0.46889,                 0.2308,                0.83741,              0.0046616,              0.0046616,              0.0046616
                    107,                0.56382,                0.34371,                0.92708,                0.97527,                0.95169,                0.96918,                0.88198,                0.49352,                 0.2374,                0.84569,              0.0045842,              0.0045842,              0.0045842
                    108,                0.55107,                0.34882,                0.92642,                0.98121,                0.95508,                0.98431,                 0.8773,                0.48759,                0.24251,                 0.8464,              0.0045068,              0.0045068,              0.0045068
                    109,                0.54473,                0.34004,                0.91471,                0.98496,                0.96949,                0.98714,                0.89237,                0.48399,                0.23759,                0.84375,              0.0044296,              0.0044296,              0.0044296
                    110,                0.52357,                0.33265,                0.91131,                0.97725,                0.95448,                0.97951,                0.88345,                0.47922,                0.22689,                0.84299,              0.0043525,              0.0043525,              0.0043525
                    111,                0.55123,                0.34678,                 0.9194,                0.96229,                0.96008,                0.97827,                0.88035,                0.47144,                0.23283,                0.84261,              0.0042756,              0.0042756,              0.0042756
                    112,                0.54217,                0.33274,                0.92326,                0.98488,                0.94894,                0.97203,                0.88547,                0.46468,                0.23585,                0.83382,               0.004199,               0.004199,               0.004199
                    113,                  0.535,                 0.3332,                0.91214,                0.98348,                0.95361,                0.98011,                0.88168,                 0.4771,                0.23063,                0.83707,              0.0041225,              0.0041225,              0.0041225
                    114,                0.54282,                 0.3256,                0.91959,                0.98355,                0.95431,                0.98125,                0.88736,                0.47475,                0.22749,                0.84319,              0.0040462,              0.0040462,              0.0040462
                    115,                0.54189,                0.32815,                0.91466,                0.97473,                 0.9535,                0.98048,                0.89414,                0.46167,                0.22158,                0.83302,              0.0039702,              0.0039702,              0.0039702
                    116,                0.52273,                0.32565,                0.91047,                0.97915,                0.96654,                 0.9815,                0.89964,                0.45532,                0.21668,                0.83193,              0.0038944,              0.0038944,              0.0038944
