

WARNING ⚠️ inference results will accumulate in RAM unless `stream=True` is passed, causing potential out-of-memory
video 1/1 (frame 13/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 14/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 15/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 16/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 17/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 18/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 19/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 20/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 21/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 22/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 23/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 24/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 25/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 26/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 27/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 28/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 29/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 30/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 31/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 32/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 33/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 34/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 35/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 36/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 37/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 38/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 39/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 40/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 41/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 42/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 43/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 44/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 45/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 46/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 47/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 48/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 49/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 50/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 51/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 52/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 53/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 54/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 55/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 56/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 57/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 58/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 59/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 60/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 61/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 62/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 63/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 64/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 65/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 66/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 67/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 68/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 69/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 70/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 71/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 72/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 73/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 74/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 75/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 76/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 77/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 78/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 79/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 80/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 81/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 82/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 83/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 84/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 85/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 86/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 87/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 88/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 89/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 90/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 91/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 92/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 93/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 94/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 95/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 96/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 97/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 98/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.4ms
video 1/1 (frame 99/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 100/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 101/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 102/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 103/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 104/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 105/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 106/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 107/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 108/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 109/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 110/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 111/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 112/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 113/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 114/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 115/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 116/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 117/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 118/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 119/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 120/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 121/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 122/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 123/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 124/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 125/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 126/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 127/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 128/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 129/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 130/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 131/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 132/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 133/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 134/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 135/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 136/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 137/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 138/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 139/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 140/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 141/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 142/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 143/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 144/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 145/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 146/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 147/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 148/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 149/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 150/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 151/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 152/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 153/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 154/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 155/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 156/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 157/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 158/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 159/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 160/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 161/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 162/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 163/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 164/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 165/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 166/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 167/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 168/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 169/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 170/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 171/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 172/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 173/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 174/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 175/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 176/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 177/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 178/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 179/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 180/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 181/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 182/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 183/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 184/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 185/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 186/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
video 1/1 (frame 187/3540) /home/lenovo/data/liujiaji/Oildata/DJI_20240927095133_0001_S.MP4: 480x800 1 Well with man, 7.3ms
